0,-0.020231,-0.005062,0,0,0.016874,-0.067496,0,0
0.01,-0.018853,-0.0055221,0,0,0.018408,-0.062894,0,0
0.02,-0.017015,-0.0059822,0,0,0.019942,-0.056758,0.03,0.04
0.03,-0.015637,-0.0059822,0,0,0.019942,-0.052156,0.03,0.04
0.04,-0.014258,-0.0064423,0,0,0.021476,-0.047554,0.03,0.04
0.05,-0.012878,-0.0069024,0,0,0.02301,-0.042952,0.03,0.04
0.06,-0.011039,-0.0069024,0,0,0.02301,-0.036816,0.03,0.04
0.07,-0.0096596,-0.0073625,0,0,0.024544,-0.032214,0.03,0.04
0.08,-0.0077035,-0.0077062,0.00011631,0.00011631,0.026078,-0.026078,0.03,0.04
0.09,-0.0065511,-0.0074736,0.00034894,0.00034894,0.026078,-0.02301,0.03,0.04
0.1,-0.0052239,-0.0075847,0.00075605,0.00069789,0.027612,-0.019942,0.03,0.04
0.11,-0.0038969,-0.0071776,0.0011631,0.001105,0.027612,-0.016874,0.03,0.04
0.12,-0.001708,-0.0067705,0.0015121,0.0015121,0.027612,-0.010738,0.03,0.04
0.13,0.00024828,-0.0059615,0.0016284,0.001861,0.026078,-0.004602,0.03,0.04
0.14,0.0026648,-0.0055544,0.0017447,0.0022681,0.026078,0.003068,0.03,0.04
0.15,0.0042776,-0.0046872,0.0019773,0.0026752,0.024544,0.00767,0.03,0.04
0.16,0.0060648,-0.0041638,0.0023844,0.0031987,0.024544,0.012272,0.03,0.04
0.17,0.0077938,-0.0035822,0.0027334,0.0037802,0.024544,0.016874,0.03,0.04
0.18,0.0094648,-0.0024243,0.0030242,0.0044781,0.02301,0.021476,0.03,0.04
0.19,0.011136,-0.00086436,0.003315,0.0051178,0.019942,0.026078,0.03,0.04
0.2,0.013267,0.00023549,0.0036058,0.0057576,0.018408,0.032214,0.03,0.04
0.21,0.014996,0.0017955,0.0039547,0.0063973,0.01534,0.036816,0.03,0.04
0.22,0.016265,0.0028954,0.0043036,0.007037,0.013806,0.039884,0.03,0.04
0.23,0.017475,0.0035351,0.0045944,0.0076768,0.013806,0.042952,0.03,0.04
0.24,0.018685,0.004635,0.0048852,0.0083165,0.012272,0.04602,0.03,0.04
0.25,0.019837,0.005793,0.0051178,0.0090144,0.010738,0.049088,0.03,0.04
0.26,0.020989,0.0064328,0.0053505,0.0096541,0.010738,0.052156,0.03,0.04
0.27,0.022141,0.0075908,0.0055831,0.010352,0.009204,0.055224,0.03,0.04
0.28,0.022776,0.0093254,0.0057576,0.011166,0.006136,0.056758,0.03,0.04
0.29,0.023927,0.010658,0.0059902,0.012039,0.004602,0.059826,0.03,0.04
0.3,0.024561,0.012049,0.0061647,0.012969,0.003068,0.06136,0.03,0.04
0.31,0.025137,0.013381,0.006281,0.013841,0.001534,0.062894,0.03,0.04
0.32,0.02577,0.014714,0.0064555,0.014714,0,0.064428,0.03,0.04
0.33,0.025887,0.015586,0.0065718,0.015586,0,0.064428,0.03,0.04
