0,0.031057,-0.032152,0,0,0.10738,0.10431,0,0
0.01,0.031047,-0.033067,0,0,0.11045,0.10431,0,0
0.02,0.031041,-0.033524,0,0,0.11198,0.10431,0,0
0.03,0.031036,-0.033982,0,0,0.11352,0.10431,0,0
0.04,0.030581,-0.033807,0,0.00017447,0.11352,0.10278,0,0
0.05,0.029216,-0.033458,0,0.00052342,0.11352,0.098176,0,0
0.06,0.028713,-0.032935,0.0004071,0.0010468,0.11352,0.095108,0,0
0.07,0.028152,-0.032353,0.00075605,0.0016284,0.11352,0.09204,0,0
0.08,0.028108,-0.031256,0.0011631,0.0022681,0.11198,0.090506,0,0
0.09,0.027492,-0.030101,0.0014539,0.002966,0.11045,0.087438,0,0
0.1,0.02642,-0.029004,0.0017447,0.0036058,0.10891,0.082836,0,0
0.11,0.025351,-0.027507,0.0020355,0.0041873,0.10585,0.078234,0,0
0.12,0.024221,-0.026127,0.0022681,0.0046526,0.10278,0.073632,0,0
0.13,0.022692,-0.024629,0.0025589,0.0052342,0.09971,0.067496,0,0
0.14,0.022016,-0.023074,0.0027916,0.0058739,0.096642,0.064428,0,0
0.15,0.020885,-0.021001,0.0030242,0.0065718,0.09204,0.059826,0,0
0.16,0.019808,-0.019561,0.003315,0.0070952,0.088972,0.055224,0,0
0.17,0.01879,-0.017837,0.0036639,0.0074441,0.08437,0.050622,0.04,0.04
0.18,0.017712,-0.016112,0.0039547,0.0077931,0.079768,0.04602,0.04,0.04
0.19,0.017089,-0.014904,0.0042455,0.0080839,0.0767,0.042952,0.04,0.04
0.2,0.016757,-0.013695,0.0048271,0.0083747,0.073632,0.039884,0.04,0.04
0.21,0.016656,-0.012486,0.0056413,0.0086654,0.070564,0.036816,0.04,0.04
0.22,0.01558,-0.010702,0.0063973,0.0090725,0.065962,0.03068,0.04,0.04
0.23,0.013066,-0.0085679,0.0070952,0.0098286,0.06136,0.019942,0.04,0.04
0.24,0.010091,-0.0054565,0.0077931,0.010643,0.05369,0.00767,0.04,0.04
0.25,0.0074552,-0.002286,0.0083747,0.011515,0.04602,-0.003068,0.04,0.04
0.26,0.0057954,0.00076901,0.0090144,0.012271,0.03835,-0.010738,0.04,0.04
0.27,0.0054562,0.0038247,0.009596,0.013027,0.03068,-0.013806,0.04,0.04
0.28,0.0047149,0.007341,0.010236,0.013783,0.021476,-0.018408,0.04,0.04
0.29,0.0039735,0.010916,0.010875,0.014597,0.012272,-0.02301,0.04,0.04
0.3,0.0019108,0.014777,0.011573,0.015237,0.001534,-0.032214,0.04,0.04
0.31,0.00025136,0.018003,0.012213,0.015702,-0.00767,-0.039884,0.04,0.04
0.32,-0.00094602,0.021515,0.012853,0.015993,-0.018408,-0.04602,0.04,0.04
0.33,-0.0013393,0.02399,0.013376,0.016168,-0.026078,-0.049088,0.04,0.04
0.34,-0.00098698,0.02629,0.013725,0.016168,-0.033748,-0.049088,0.04,0.04
0.35,-0.001153,0.027554,0.014016,0.016051,-0.03835,-0.050622,0.04,0.04
0.36,-0.0018359,0.028875,0.014249,0.015993,-0.042952,-0.05369,0.04,0.04
0.37,-0.0029768,0.030196,0.014481,0.015935,-0.047554,-0.058292,0.04,0.04
0.38,-0.0042908,0.031517,0.014539,0.015877,-0.052156,-0.062894,0.04,0.04
0.39,-0.0051449,0.032779,0.014597,0.015761,-0.056758,-0.065962,0.04,0.04
0.4,-0.0056521,0.034959,0.014539,0.015644,-0.064428,-0.067496,0.04,0.04
0.41,-0.0056437,0.03668,0.014539,0.015528,-0.070564,-0.067496,0.04,0.04
0.42,-0.0065501,0.038399,0.014539,0.015412,-0.0767,-0.070564,0.04,0.04
0.43,-0.0074574,0.039775,0.014539,0.015412,-0.081302,-0.073632,0.04,0.04
0.44,-0.0083634,0.041209,0.014539,0.01547,-0.085904,-0.0767,0.04,0.04
0.45,-0.0088142,0.042126,0.014539,0.01547,-0.088972,-0.078234,0.04,0.04
0.46,-0.0097247,0.042585,0.014539,0.01547,-0.090506,-0.081302,0.04,0.04
0.47,-0.010174,0.043501,0.014539,0.01547,-0.093574,-0.082836,0.04,0.04
